source_id,target_id,source_name,target_name,relation,key,weight
78,46,Matteo Stiglich Labarthe,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9903
20,18,José Andrés De Leo Martínez,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9903
61,71,Oscar Ramos Ponce,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9903
55,71,Maria Belén Ortiz García,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9903
61,42,Oscar Ramos Ponce,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9903
28,71,José Tomás Gálvez Ghersi,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9902
90,71,Katia Zegarra Sierra,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9901
78,19,Matteo Stiglich Labarthe,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9901
22,4,Manuel Arturo Deza Figueroa,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.99
27,19,Christian Flores Vega,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.99
61,18,Oscar Ramos Ponce,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.99
28,42,José Tomás Gálvez Ghersi,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.99
2,84,Helard Alvarez Sanchez,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9899
20,71,José Andrés De Leo Martínez,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9898
22,18,Manuel Arturo Deza Figueroa,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9897
61,46,Oscar Ramos Ponce,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9897
27,84,Christian Flores Vega,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9897
22,46,Manuel Arturo Deza Figueroa,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9897
78,71,Matteo Stiglich Labarthe,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9897
20,42,José Andrés De Leo Martínez,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9897
77,71,Enrique Stiglich Labarthe,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9897
27,18,Christian Flores Vega,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9896
89,4,Romina Perla Yalonetzky Mankevich,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9896
90,42,Katia Zegarra Sierra,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9896
55,4,Maria Belén Ortiz García,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9896
78,42,Matteo Stiglich Labarthe,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9896
90,19,Katia Zegarra Sierra,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9895
89,71,Romina Perla Yalonetzky Mankevich,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9895
55,19,Maria Belén Ortiz García,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9894
77,84,Enrique Stiglich Labarthe,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9894
27,42,Christian Flores Vega,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9894
77,4,Enrique Stiglich Labarthe,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9893
13,71,Ruth Canahuire Cabello,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9893
55,18,Maria Belén Ortiz García,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9893
2,4,Helard Alvarez Sanchez,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9892
89,46,Romina Perla Yalonetzky Mankevich,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9892
90,84,Katia Zegarra Sierra,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9892
78,4,Matteo Stiglich Labarthe,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9892
22,71,Manuel Arturo Deza Figueroa,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9891
89,42,Romina Perla Yalonetzky Mankevich,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9891
90,46,Katia Zegarra Sierra,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9891
2,48,Helard Alvarez Sanchez,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.989
55,42,Maria Belén Ortiz García,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.989
27,48,Christian Flores Vega,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9889
89,18,Romina Perla Yalonetzky Mankevich,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9888
13,18,Ruth Canahuire Cabello,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9887
79,71,Francisco Tarazona Vásquez,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9887
2,46,Helard Alvarez Sanchez,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9886
13,19,Ruth Canahuire Cabello,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9886
13,84,Ruth Canahuire Cabello,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9883
13,42,Ruth Canahuire Cabello,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9883
3,52,Claudia Antonini Bova,Angel Napa Bernuy,predicted_similarity,w2v_cosine,0.9883
2,18,Helard Alvarez Sanchez,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9881
91,19,Carlos Zorrilla Aranguren,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9879
79,18,Francisco Tarazona Vásquez,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9878
79,46,Francisco Tarazona Vásquez,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9878
1,18,Grace Alexandrino Ocaña,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9877
91,42,Carlos Zorrilla Aranguren,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9877
79,19,Francisco Tarazona Vásquez,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9876
1,46,Grace Alexandrino Ocaña,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9876
1,71,Grace Alexandrino Ocaña,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9875
1,48,Grace Alexandrino Ocaña,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9875
1,84,Grace Alexandrino Ocaña,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9874
91,71,Carlos Zorrilla Aranguren,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9873
79,42,Francisco Tarazona Vásquez,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9872
85,48,Emir Augusto Vela Saavedra,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9872
91,4,Carlos Zorrilla Aranguren,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.987
91,48,Carlos Zorrilla Aranguren,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.987
6,71,Andrés Julián Arias Moreno,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9867
85,71,Emir Augusto Vela Saavedra,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9867
6,42,Andrés Julián Arias Moreno,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9866
9,74,Jesús Edwin Bellido Angulo,Yamilet Rosario Serrano Llerena,predicted_similarity,w2v_cosine,0.9866
6,48,Andrés Julián Arias Moreno,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9864
85,4,Emir Augusto Vela Saavedra,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9863
85,42,Emir Augusto Vela Saavedra,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9863
3,17,Claudia Antonini Bova,Fabien Cornillier,predicted_similarity,w2v_cosine,0.9862
9,70,Jesús Edwin Bellido Angulo,Heider Sánchez Enriquez,predicted_similarity,w2v_cosine,0.9858
6,18,Andrés Julián Arias Moreno,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9857
30,76,Germain García Zanabria,Aurea Rossy Soriano Vargas,predicted_similarity,w2v_cosine,0.9849
9,19,Jesús Edwin Bellido Angulo,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9848
9,42,Jesús Edwin Bellido Angulo,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9841
9,84,Jesús Edwin Bellido Angulo,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9837
16,46,Xyoby Chavez Pacheco,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9831
44,3,Jose Larco Martinelli,Claudia Antonini Bova,predicted_similarity,w2v_cosine,0.9828
44,18,Jose Larco Martinelli,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9827
44,71,Jose Larco Martinelli,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9825
44,84,Jose Larco Martinelli,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9823
44,19,Jose Larco Martinelli,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9822
30,50,Germain García Zanabria,Rensso Victor Hugo Mora Colque,predicted_similarity,w2v_cosine,0.9821
16,48,Xyoby Chavez Pacheco,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9821
65,18,Jose Renom Andara,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.982
16,18,Xyoby Chavez Pacheco,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9816
8,19,Omar Bejarano Grández,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.981
65,52,Jose Renom Andara,Angel Napa Bernuy,predicted_similarity,w2v_cosine,0.9807
15,42,Samuel Charca Mamani,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9807
30,69,Germain García Zanabria,Harry Gustavo Saavedra Espinoza,predicted_similarity,w2v_cosine,0.9806
65,48,Jose Renom Andara,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9806
65,19,Jose Renom Andara,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9804
65,46,Jose Renom Andara,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9803
8,84,Omar Bejarano Grández,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9801
8,18,Omar Bejarano Grández,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9798
15,18,Samuel Charca Mamani,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9798
15,48,Samuel Charca Mamani,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9796
81,3,Jorge Tipe Villanueva,Claudia Antonini Bova,predicted_similarity,w2v_cosine,0.9795
15,84,Samuel Charca Mamani,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9795
49,71,Diego Alejandro Milanés Carreño,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9793
49,4,Diego Alejandro Milanés Carreño,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9792
15,19,Samuel Charca Mamani,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.979
8,71,Omar Bejarano Grández,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.979
36,87,Oscar Hidalgo Wuest,Eunice Villicaña Ortiz,predicted_similarity,w2v_cosine,0.9788
36,42,Oscar Hidalgo Wuest,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9787
36,86,Oscar Hidalgo Wuest,Rafael Vera Pomalaza,predicted_similarity,w2v_cosine,0.9785
36,84,Oscar Hidalgo Wuest,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9785
36,48,Oscar Hidalgo Wuest,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9783
49,19,Diego Alejandro Milanés Carreño,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9783
8,46,Omar Bejarano Grández,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9782
49,84,Diego Alejandro Milanés Carreño,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9782
45,18,Cristian Lopez Del Alamo,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9782
0,18,José Manuel Aguilar Alfaro,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.978
49,46,Diego Alejandro Milanés Carreño,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.978
45,46,Cristian Lopez Del Alamo,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9779
45,71,Cristian Lopez Del Alamo,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9779
45,84,Cristian Lopez Del Alamo,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9776
23,18,Alberto Donayre Torres,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9775
45,19,Cristian Lopez Del Alamo,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9773
67,46,Juan Carlos Rodríguez Reyes,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9773
52,16,Angel Napa Bernuy,Xyoby Chavez Pacheco,predicted_similarity,w2v_cosine,0.9772
75,19,Igor Siveroni Salinas,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.977
81,46,Jorge Tipe Villanueva,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9769
75,71,Igor Siveroni Salinas,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9768
75,86,Igor Siveroni Salinas,Rafael Vera Pomalaza,predicted_similarity,w2v_cosine,0.9768
23,42,Alberto Donayre Torres,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9766
67,71,Juan Carlos Rodríguez Reyes,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9766
75,84,Igor Siveroni Salinas,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9764
81,48,Jorge Tipe Villanueva,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9763
67,4,Juan Carlos Rodríguez Reyes,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9762
23,84,Alberto Donayre Torres,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.976
0,19,José Manuel Aguilar Alfaro,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.976
67,84,Juan Carlos Rodríguez Reyes,Elba Rosaura Vazques Arrieta,predicted_similarity,w2v_cosine,0.9759
75,87,Igor Siveroni Salinas,Eunice Villicaña Ortiz,predicted_similarity,w2v_cosine,0.9759
23,19,Alberto Donayre Torres,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9759
30,74,Germain García Zanabria,Yamilet Rosario Serrano Llerena,predicted_similarity,w2v_cosine,0.9758
67,19,Juan Carlos Rodríguez Reyes,Jose De La Puente Maldonado,predicted_similarity,w2v_cosine,0.9757
24,71,Jose Fiestas Iquira,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9757
81,71,Jorge Tipe Villanueva,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9756
43,18,Wangdo Kim,Antuané De La Flor Basterrechea,predicted_similarity,w2v_cosine,0.9754
52,46,Angel Napa Bernuy,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9751
0,48,José Manuel Aguilar Alfaro,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.9751
0,71,José Manuel Aguilar Alfaro,Nedher Sanchez Ramirez,predicted_similarity,w2v_cosine,0.9751
43,46,Wangdo Kim,Milagros Lunga Calderón,predicted_similarity,w2v_cosine,0.9751
17,16,Fabien Cornillier,Xyoby Chavez Pacheco,predicted_similarity,w2v_cosine,0.9745
0,4,José Manuel Aguilar Alfaro,Sergio Aranda Egusquiza,predicted_similarity,w2v_cosine,0.9745
24,42,Jose Fiestas Iquira,Enrique Juarez Aquino,predicted_similarity,w2v_cosine,0.9744
43,48,Wangdo Kim,Giancarlo Marcone Flores,predicted_similarity,w2v_cosine,0.974
